Name,TotalTime,RecipeCategory,Keywords,RecipeIngredientParts,RecipeInstructions,Calories
Morcon: My Version,PT1H50M,Meat,"c(""Filipino"", ""Asian"", ""Christmas"", ""Weeknight"", ""< 4 Hours"", ""Inexpensive"")","c(""beef round steak"", ""soy sauce"", ""lime juice"", ""pepper"", ""hard-boiled eggs"", ""dill pickles"", ""sharp cheddar cheese"", ""sausage"", ""ham"", ""tomato sauce"", ""pineapple chunks"", ""sugar"", ""salt"", ""pepper"")","c(""1. Marinate the thin slices of beef in soy sauce, lime juice and pepper for at least 2 hours."", ""2. After the beef has been marinated, place the filling on one side of the beef."", ""3. Roll the beef while holding all the filling inside firmly."", ""4. Use the cooking string to secure the beef and to make sure that it will not open up while it is being boiled."", ""5. Boil (boil it low and slow) the beef roulade for about 2 1/2 hours in the sauce mixture until it is soft and tender."", ""6. Once the beef is ready, cut and remove the string. Slice the beef into serving pieces (around an inch thick). 7. Add some of the remaining sauce on the platter. Serve and enjoy the morcon.""
)",754.2
Chewy Coconut Bibingka (Filipino Rice Cake),PT1H,Dessert,"c(""Coconut"", ""Fruit"", ""Filipino"", ""Asian"", ""< 60 Mins"", ""For Large Groups"")","c(""coconut milk"", ""sweetened condensed milk"", ""butter"", ""eggs"", ""brown sugar"", ""vanilla extract"")","c(""Preheat oven to 375°F Line a 12\"" x 17\"" x 1\"" baking sheet with parchment paper."", ""2. In a large mixing bowl, beat coconut milk, condensed milk, and melted butter until combined. Add eggs, one at a time, and beat until combined. Do the same with both jars of macapuno strings. Gradually beat in mochiko flour. Follow that with the brown sugar and add vanilla extract and beat until combined."", ""3. Pour batter into lined cookie sheet. Bake until golden brown and sides are slightly dark brown, about 45-50 minutes."", 
""4. Once cooled, loosen the sides, cut into squares and place it in a serving tray. Discard parchment paper."")",255
Pancit Bihon,PT55M,One Dish Meal,"c(""Chicken Breast"", ""Chicken"", ""Poultry"", ""Meat"", ""Filipino"", ""Asian"", ""Healthy"", ""< 60 Mins"")","c(""chicken broth"", ""green cabbage"", ""onion"", ""garlic cloves"", ""green onion"", ""carrot"", ""olive oil"", ""celery"", ""soy sauce"", ""lemon"")","c(""Soak Pancit bihon noodles in warm water to soften; approx 7-10 minutes. After soak time place on cutting board and cut into 1-2 inch pieces."", ""In large wok or pan saute garlic and onion (not green) in olive oil."", ""Add chicken broth, shredded chicken and all vegetables until cooked. Approx 20 minutes."", ""Mix pancit noodles and add soy sauce cook for 5 minutes or until broth is soaked up and noodles are soft."", ""Add salt and pepper to taste. Cut lemon in half and squeeze juice over dish; stir and serve. You may not need whole lemon, depends on your taste.""
)",385.2
Beef Embutido With Peach Sauce #RSC,PT1H15M,Lunch/Snacks,"c(""Vegetable"", ""Meat"", ""Filipino"", ""Asian"", ""< 4 Hours"")","c(""ground beef"", ""carrot"", ""onion"", ""red bell pepper"", ""tomato sauce"", ""monterey jack cheese"", ""garlic cloves"", ""panko breadcrumbs"", ""eggs"", ""hard-boiled eggs"", ""sugar"", ""water"", ""lemon juice"", ""honey"", ""salt"", ""fresh parsley"")","c(""Beef Embutido."", ""1. Preheat oven to 350 degrees F."", ""2. In a large bowl, mix together ground beef, carrots, onion, red bell pepper, tomato sauce, cheese, pickle relish, garlic, panko, eggs, salt and pepper."", ""3. Mix well."", ""4. Place the Reynold's Wrap Foil on a flat surface. Spray with non-stick spray."", ""5. Place the meat mixture on the foil and flatten, about 1/2 inch thick. Make sure you have enough space on the sides for sealing."", ""6. Place the sliced hotdog and quartered hard boiled egg in the middle of the meat mixture (forming a line)."", 
""7. Grab one end of the foil and fold over towards the middle covering the hotdog and egg. Press down gently to pack in the meat."", ""8. Grab the other end of the foil and fold again towards the center, forming a cylinder. Try to make your \""meat roll\"" as compact as possible."", ""9. Grab the two ends of the cylinder and give it a twist to seal."", ""10. Do the same for the rest of the meat mixture."", ""11. Place the meat roll on a shallow baking pan."", ""12. Bake in the oven for 1 - 1 1/2 hours, depending on how thick the meat rolls are."", 
""13. You can take one meat roll out and open it carefully to check for doneness, or you can use a meat thermometer (160 degrees F)."", ""14. Slice diagonally to serve. About 1/2 inch."", ""Peach Sauce."", ""1. In a small sauce pan, bring 1 cup of water to a simmer."", ""2. Add sugar while stirring till dissolved."", ""3. Add in peaches, honey, lemon juice, and salt. Stir to coat peaches."", ""4. Bring it to a boil and let it simmer for about 20 minutes."", ""5. Remove from heat and transfer to a food processor or blender (you can also mash the peaches for chunkier sauce)."", 
""6. Pulse till smooth."", ""7. Add parsley and mix."", ""8. Drizzle some of the sauce on the Embutido. Place the rest of the Peach Sauce in a bowl for extra sauce."", ""Serve with rice and your choice of vegetables."")",842.1
Maja Blanca (Sweet Coconut Pudding),PT45M,Dessert,"c(""Fruit"", ""Filipino"", ""Asian"", ""Low Protein"", ""Weeknight"", ""< 60 Mins"", ""Inexpensive"")","c(""coconut milk"", ""cornstarch"", ""white sugar"", ""brown sugar"", ""milk"", ""butter"", ""corn kernel"", ""cheese"")","c(""1.  Cook 4 cups of coconut milk in a casserole at low heat."", ""2.  Mix the cornstarch and sugar into a bowl with the fresh milk and stir until    the cornstarch and sugar is dissolved."", ""3.  When the coconut milk is heated, mix in the cornstarch, sugar, milk mixture."", ""4.  Add the butter and corn kernel."", ""5.  Constantly stir all the ingredients in low heat (this is important! you don't want them to cook in clumps)."", ""6.  You will know that the maja blanca is already cooked when it is pasty and there is no grainy feeling on your palate once you taste it."", 
""7.  Transfer the mixture into a flat glass container."", ""8.  Grate cheese on top of the maja blanca and place inside the fridge.  It's tastier when its served cool."")",880
BAKED LUMPIa ROLLS,PT35M,Pork,"c(""Meat"", ""Filipino"", ""Asian"", ""< 60 Mins"")","c(""ground pork"", ""carrot"", ""onion"", ""water chestnut"", ""bamboo shoot"", ""garlic cloves"", ""fresh ginger"", ""soy sauce"", ""salt"", ""black pepper"", ""egg"")","c(""In a large bowl combine the pork, carrot, onion, water chestnut, bamboo shoots, garlic, ginger, soy sauce, salt and pepper."", ""Stir mixture until thoroughly combined at this point you can cover and stick in the fridge over night."", ""I lay out about 10 wrappers at a time, roll the meat mixture into cigar shapes about finger thickness be reasonable-and the length of the wrapper.  Roll and brush ends with beaten egg and finish the roll to seal."", ""Place seam side down on a cookie sheet and repeat until done."", 
""Bake in a preheated 450° oven, turning once for around 20 minutes.  They should be cooked through and the wrappers are golden brown."")",258.4
Nilaga (Filipino Chicken Stew),PT45M,One Dish Meal,"c(""Chicken"", ""Poultry"", ""Meat"", ""Filipino"", ""Asian"", ""< 60 Mins"", ""Beginner Cook"", ""Easy"")","c(""chicken drumsticks"", ""water"", ""fresh ginger"", ""peppercorn"", ""soy sauce"", ""onion"", ""celery ribs"", ""carrot"", ""russet potatoes"", ""olive oil"", ""napa cabbage"")","c(""Place the chicken in a heavy pan with the water, ginger, peppercorns, soy sauce, carrot, onion, and celery.  Boil uncovered over high heat for 25 minutes."", ""While that's cooking, heat the oil over high heat in a large frying pan.  Add the potatoes, and saute them for 8-10 minutes, or until they are lightly browned on some sides.  Set aside."", ""Add the potatoes and cabbage to the stew.  Lower the heat , and simmer for 10 minutes.  Mix well, and serve hot and steaming."")",373.6
Arroz Valenciana,PT1H30M,One Dish Meal,"c(""Filipino"", ""Asian"", ""< 4 Hours"")","c(""olive oil"", ""garlic cloves"", ""onion"", ""chicken thighs"", ""chorizo sausage"", ""rice"", ""tomato paste"", ""fish sauce"", ""Polish sausage"", ""coconut milk"", ""bell pepper"", ""potatoes"", ""raisins"", ""peas"")","c(""soak both rices for 1 hour"", ""drain"", ""cook garlic and onion in olive oil"", ""add chicken and chorizo"", ""brown"", ""add fish sauce and tomato paste turning so chicken is coated with tomato paste  cook 2 minutes"", ""add potatoes and peppers"", ""add sausage"", ""add rices and stock and milk  and raisins and safflower if adding"", ""put into baking dish set in pan of water  cover with foil bake 350 for 1 hour  last 5 minutes add peas  cover and bake."")",1030.1
Filipino Shrimp Balls,PT30M,Filipino,"c(""Asian"", ""< 30 Mins"", ""Beginner Cook"", ""Easy"")","c(""fresh shrimp"", ""salt"", ""pepper"", ""all-purpose flour"", ""eggs"", ""green onion"", ""red pepper flakes"", ""vinegar"", ""sugar"", ""soy sauce"", ""catsup"", ""water"", ""carrot"", ""carrot"", ""red bell pepper"", ""fresh ginger"", ""sweet pickle"", ""leeks"", ""cornstarch"", ""water"")","c(""Prepare Shrimp:"", ""Wash and clean shrimp. Drain very well then chop fine and add the rest of the ingredients. Heat oil in a saucepan. Shape the shrimp mixture into balls then drop into the hot oil. Fry until brown."", ""Prepare Sauce:"", ""Combine vinegar, sugar, soy sauce, catsup and water. In a saucepan, heat oil and stir-fry vegetables for 2 minutes. Pour in vinegar mixture. Boil for 1 minute then thicken with dissolved cornstarch. Season to taste. Serve with shrimp balls."")",262.6
"Chorizo, Chickpea &amp; Banana Stew",PT45M,Stew,"c(""One Dish Meal"", ""Pork"", ""Tropical Fruits"", ""Fruit"", ""Meat"", ""Filipino"", ""Asian"", ""Kid Friendly"", ""Spicy"", ""Sweet"", ""< 60 Mins"", ""Beginner Cook"", ""Easy"")","c(""onion"", ""garlic cloves"", ""ginger"", ""chorizo sausage"", ""diced tomatoes"", ""bananas"", ""chickpeas"", ""salt"", ""black pepper"", ""cilantro"")","c(""Heat the oil in a large pan over medium-high heat.  Stir in the onion, garlic and ginger and fry for 2-3 minutes.  Add the chorizo and brown the meat for a further 2-3 minutes.  Drain off any excess fat if desired."", ""Add the tomatoes and stock, stir, and bring to a boil.  Lower heat, cover, and simmer gently for 30 minutes."", ""Add the chickpeas and bananas to the stew and cook for a further 5 minutes, or until the bananas are just starting to fall apart.  Season with a salt & pepper and serve garnished with cilantro.""
)",670.5
Lenguas De Gato (&quot;Cat's Tongues&quot; Cookies),PT18M,Dessert,"c(""Cookie & Brownie"", ""Filipino"", ""Asian"", ""Mexican"", ""< 30 Mins"", ""For Large Groups"", ""Easy"")","c(""butter"", ""sugar"", ""pure vanilla extract"", ""flour"")","c(""Preheat oven to 425 F.Greas and flour several baking sheets."", ""Cream together the butter and sugar thoroughly."", ""Add the white of one egg,beat thoroughly.Repeat with the remaining egg whites."", ""Add the vanilla and flour,mix well."", ""Place the dough in a pasry bag fitted with a round tip.Pipe the dough onto the baking sheets in strips 2-3 inches wide,making sure to leave enough space in between the cookies for them to expand."", ""Bake each batch for 6-8 minutes or until the edges are very lightly browned."", 
""Remove the cookies to a wire rack to cool.50-60."")",86.8
Stuffed Squid,PT46M,One Dish Meal,"c(""Squid"", ""No Shell Fish"", ""Filipino"", ""Asian"", ""< 60 Mins"")","c(""squid"", ""shrimp"", ""carrot"", ""celery"", ""onion"", ""garlic cloves"", ""tomatoes"", ""flour"", ""lemon"", ""soy sauce"", ""eggs"", ""salt"", ""pepper"", ""canola oil"")","c(""Pull the head and squeeze to remove the ink sack and set aside."", ""Remove both eye and the beak  in the center of the tentacle."", ""Marinate the squid in soya sauce, lemon juice, salt and pepper for 30 about Minutes."", ""Put the head in boiling water and cook until tender, then chop into small pieces."", ""Heat oil in a pan, then add garlic,onion, tomato, chopped tentacles and shrimp,and sautéd  for few minutes."", ""Season with salt and pepper, add flour mixture keep stirring . Cook for another 2 minutes. Set aside. Let cool."", 
""Then stuff the squids with the above mixture. Secure the ends with a toothpicks."", ""Heat up another wok; add oil and shallow fry squid for 3 minutes on each side."", ""Cooking Tips :"", ""For dipping sauce, combined soya with lemon juice and birds eye chilli."", ""You can add or use fish sauce instead of salt."", ""For thicker sauce, combine 3 tbsp oyster sauce, 1 tsp sesame oil, 2 tbsp balsamic or Chinese black vinegar, 2 tsp honey and a small ginger finely chopped."")",495.7
Honey Bagoong Chicken Wings,PT1H10M,Chicken,"c(""Poultry"", ""Meat"", ""Filipino"", ""Asian"", ""< 4 Hours"", ""Easy"")","c(""chicken wings"", ""bagoong"", ""honey"", ""all-purpose flour"", ""honey"", ""bagoong"", ""water"")","c(""Marinate wings in a mixture of shrimp sauce and honey, at least 30 minutes, but longer is preferred."", ""To make the glaze, cook honey, shrimp sauce and water until syrupy."", ""Coat the wings in flour and shake off excess; fry 8-10 minutes in hot oil, then drain on paper toweling."", ""Drizzle with syrup."")",221.8
Slow Cooker Chicken Adobo,PT4H15M,Chicken Thigh & Leg,"c(""Chicken"", ""Poultry"", ""Meat"", ""Filipino"", ""Asian"", ""Weeknight"", ""Easy"")","c(""yellow onions"", ""garlic cloves"", ""ginger"", ""bay leaf"", ""chicken thighs"", ""soy sauce"", ""rice vinegar"", ""sugar"", ""fresh ground black pepper"")","c(""Place the onions, garlic, ginger, and bay leaf in an even layer in the slow cooker."", ""Remove and discard the skin from the chicken."", ""Arrange the chicken in an even layer on top of the onion mixture."", ""Whisk the soy sauce, vinegar, sugar and pepper together in a medium bowl."", ""Pour over the chicken."", ""Cover and cook until the chicken is cooked through and falling off the bone, about 4-5 hours on low."", ""Remove and discard the ginger pieces and bay leaf."")",813.6
